rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
0,ROW_TRANSLATION_RULE,NA,notEmpty(dist_type_1),NA,Translate only rows where dist_code1 is not empty, TRUE
1,CAS_ID,text,notEmpty(inventory_id);notNull(orig_stand_id);notNull(src_filename);notNull(poly_id),"padConcat({inventory_id, src_filename, '', orig_stand_id, poly_id}, {4,15,10,10,7}, {'x','x','x','0','0'}, '-', 'TRUE', 'TRUE')",Concatenates five attributes to create CAS_ID,TRUE
2,DIST_TYPE_1,text,"notNull(dist_type_1);notEmpty(dist_type_1);matchList(dist_type_1,{'DB','DD','DF','DI','DL','DS','DW'})","mapText(dist_type_1, {'DB','DD','DF','DI','DL','DS','DW'}, {'BURN','DISEASE','FLOOD','INSECT','CUT','SLIDE','WINDFALL'})",Maps source value to DIST_TYPE_1 using lists of values,TRUE
3,DIST_YEAR_1,integer,"notNull(dist_year_1);isInt(dist_year_1);isBetween(dist_year_1, 1000, 2020)",copyInt(dist_year_1),Copies source attribute to DIST_YEAR_1,TRUE
4,DIST_EXT_UPPER_1,integer,false(),nothingInt(),Attribute does not occur,TRUE
5,DIST_EXT_LOWER_1,integer,false(),nothingInt(),Attribute does not occur,TRUE
6,DIST_TYPE_2,text,"notNull(dist_type_2);notEmpty(dist_type_2);matchList(dist_type_2,{'DB','DD','DF','DI','DL','DS','DW'})","mapText(dist_type_2, {'DB','DD','DF','DI','DL','DS','DW'}, {'BURN','DISEASE','FLOOD','INSECT','CUT','SLIDE','WINDFALL'})",Maps source value to DIST_TYPE_2 using lists of values,TRUE
7,DIST_YEAR_2,integer,"notNull(dist_year_2);isInt(dist_year_2);isBetween(dist_year_2, 1000, 2020)",copyInt(dist_year_2),Copies source attribute to DIST_YEAR_2,TRUE
8,DIST_EXT_UPPER_2,integer,false(),nothingInt(),Attribute does not occur,TRUE
9,DIST_EXT_LOWER_2,integer,false(),nothingInt(),Attribute does not occur,TRUE
10,DIST_TYPE_3,text,false(),nothingText(),Attribute does not occur,TRUE
11,DIST_YEAR_3,integer,false(),nothingInt(),Attribute does not occur,TRUE
12,DIST_EXT_UPPER_3,integer,false(),nothingInt(),Attribute does not occur,TRUE
13,DIST_EXT_LOWER_3,integer,false(),nothingInt(),Attribute does not occur,TRUE
14,LAYER,integer,true(),copyInt(1),"Disturbance has to be on layer 1, because there is only one layer.",TRUE
