rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
1,CAS_ID,text,notNull(src_filename);notNull(forest_id_2);notNull(ogc_fid),"padConcat({'ab16', 'CANFOR', src_filename, forest_id_2, ogc_fid}, {'4','15','10','10','7'}, {'x','x','x','0','0'}, '-', 'TRUE', 'TRUE')",Concatenates five attributes to create CAS_ID,TRUE
2,INVENTORY_ID,text,notEmpty(inventory_id),copyText(inventory_id),Copies source value,TRUE
3,ORIG_STAND_ID,text,"notNull(forest_id_2);isInt(forest_id_2);isGreaterThan(forest_id_2,'0')",copyText(forest_id_2),Copies source value to ORIG_STAND_ID,TRUE
4,STAND_STRUCTURE,text,"notNull(std_struct);notEmpty(std_struct);matchList(std_struct,{' 0','0','C4','C5','M','M0','MO'})","mapText(std_struct, {' 0','0','C4','C5','M','M0','MO'}, {'-9999','-9999','4','5','-9999','-9999','-9999'})",Copies source value to STAND_STRUCTURE,TRUE
5,NUM_OF_LAYERS,integer,true(),copyInt('1'),Copies value 1 to NUM_OF_LAYERS,TRUE
6,MAP_SHEET_ID,text,notNull(src_filename);isInt(src_filename),copyText(src_filename),Copies source value to MAP_SHEET_ID,TRUE
7,CASFRI_AREA,double precision,"geoIsValid(wkb_geometry, TRUE)",geoArea(wkb_geometry),Validates geometry then calculates area,TRUE
8,CASFRI_PERIMETER,double precision,"geoIsValid(wkb_geometry, TRUE)",geoPerimeter(wkb_geometry),Validates geometry then calculates perimeter,TRUE
9,SRC_INV_AREA,double precision,"notNull(area);isNumeric(area);isGreaterThan(area,'0')",copyDouble(area),Copies source value to SRC_INV_AREA,TRUE
10,STAND_PHOTO_YEAR,integer,"geoIsValid(wkb_geometry, TRUE);geoIntersects(wkb_geometry, 'rawfri', 'ab_photoyear', 'wkb_geometry')","geoIntersectionInt(wkb_geometry, 'rawfri', 'ab_photoyear', 'wkb_geometry', 'photo_yr', 'GREATEST_AREA')",Copies source value to STAND_PHOTO_YEAR,TRUE
