rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
0,ROW_TRANSLATION_RULE,NA,"isLessThan(layer, lookupText(cl_age, 'translation', 'qc_standstructure_lookup', 'source_val', 'num_of_layers'), TRUE)",NA,"Forest polygons must have a cl_age value. Lookup the number of LYR layers in the lookup table, only run if the layer being translated is less than or equal to the num_of_layers. If polygon has 2 lyr layers, it should be translated for both layer 1 and 2, if polygon only has 1 lyr layer, it should not be translated when layer = 2.", TRUE
1,CAS_ID,text,notEmpty(inventory_id);notEmpty(src_filename);notNull(geocode_1_10);notNull(geocode_11_20),"padConcat({inventory_id, src_filename, geocode_1_10, geocode_11_20, ''}, {4,15,10,10,7}, {'x','x','x','x','x'}, '-', TRUE, TRUE)",Concatenates five attributes to create CAS_ID. Geocode_1_10 and geocode_11_20 are the original geocode string split into the first ten and second ten characters. Commas are replaced with periods for use in the cas_id.,TRUE
2,SOIL_MOIST_REG,text,"notNull(soil_moist_reg);matchList(soil_moist_reg,{'00','10','11','12','13','14','20','21','22','23','24','30','31','32','33','34','40','41','42','43','44','50','51','52','53','54','60','61','62','63','64'})
","mapText(soil_moist_reg, {'00','10','11','12','13','14','20','21','22','23','24','30','31','32','33','34','40','41','42','43','44','50','51','52','53','54','60','61','62','63','64'}, {'DRY','DRY','DRY','DRY','DRY','DRY','MESIC','MESIC','MESIC','MESIC','MESIC','MESIC','MESIC','MESIC','MESIC','MESIC','MOIST','MOIST','MOIST','MOIST','MOIST','WET','WET','WET','WET','WET','AQUATIC','AQUATIC','AQUATIC','AQUATIC','AQUATIC'})",Maps source codes to CASFRI codes. Report 16 as NOT_IN_SET.,TRUE
3,STRUCTURE_PER,integer,true(),copyInt(100),No horizontal structure so structure_per should always be 100,TRUE
4,STRUCTURE_RANGE,double precision,false(),nothingDouble(),Complex stands record height for the top layer only,TRUE
5,LAYER,integer,true(),"qc_countOfNotNull(cl_age, co_ter, layer)","Uses the qc_standstructure_lookup table to find number of lyr layers, then tests to see if nfl is present and counts the total number of layers. Returns layers number based on the layer being translated. Since height for layer 2 is always unknown, no need to order layers by height, just report layers in the same order as source inventory.",TRUE
6,LAYER_RANK,integer,false(|-8887),nothingInt(),No rank attribute,TRUE
7,CROWN_CLOSURE_UPPER,integer,"notNull(crown_closure_age);lookupTextMatchList(crown_closure_age, 'translation', 'qc_standstructure_lookup', 'num_of_layers', 1|-8886);notNull(crown_closure_dens);notEmpty(crown_closure_dens);notMatchList(crown_closure_dens, {'H', 'I'} |-8887);matchList(crown_closure_dens, {'A', 'B', 'C', 'D'})","mapInt(crown_closure_dens, {'A', 'B', 'C', 'D'}, {100, 79, 59, 39})","Validation rules: 1) check cl_age is not null, if it is polygon is NFL. 2) check cl_age code is in the lookup table. 3) check number of layers.  4) if there are 2 layers, nothing to return. cl_dens only has one value for the entire polygon, it cannot be split by layer.       Translation rule: If cl_age has a value indicate that layers is 1, map cl_dens.  cl_dens is a code representing intervals, return the upper value from the relavent interval. We can't return anything for layer 2, and we can't return anything if number of layer is 2 because cl_dens is a polygon level measure.",TRUE
8,CROWN_CLOSURE_LOWER,integer,"notNull(crown_closure_age);lookupTextMatchList(crown_closure_age, 'translation', 'qc_standstructure_lookup', 'num_of_layers', 1|-8886);notNull(crown_closure_dens);notEmpty(crown_closure_dens);notMatchList(crown_closure_dens, {'H', 'I'} |-8887);matchList(crown_closure_dens, {'A', 'B', 'C', 'D'})","mapInt(crown_closure_dens, {'A', 'B', 'C', 'D'}, {80, 60, 40, 25})","Validation rules: 1) check cl_age is not null, if it is polygon is NFL. 2) check cl_age code is in the lookup table. 3) check number of layers.  4) there are 2 layers, nothing to return. cl_dens only has one value for the entire polygon, it cannot be split by layer.       Translation rule: If cl_age has a value indicate that layers is 1, map cl_dens.  cl_dens is a code representing intervals, return the upper value from the relavent interval. We can't return anything for layer 2, and we can't return anything if number of layer is 2 because cl_dens is a polygon level measure.",TRUE
9,HEIGHT_UPPER,double precision,"matchList(layer, 1|-8886);notNull(height_upper);notEmpty(height_upper);isBetween(height_upper,0,100,FALSE,TRUE)","mapDouble(height_upper, {'1','2','3','4','5','6','7'}, {100, 21, 16, 11, 6, 3, 1})","Uses same logic as crown closure but returns height. The only difference is cl_haut represets the height of the top layer. So if 2 layers, layer 1 height is always cl_haut, and layer 2 height is always unknown.",TRUE
